## This is a hack 
## all the dates are given as the current year (now 2021) so they will show up as comparison
20210101	1	1.00
20210103	1	2.00
20210103	2.25	4.25
20210104	1	5.25
20210104	1	6.25
20210105	8	14.25
20210105	2	16.25
20210106	1	17.25
20210107	1	18.25
20210108	1	19.25
20210109	1	20.25
20210113	1.5	21.75
20210115	1	22.75
20210117	1	23.75
20210118	2.25	26.00
20210118	4.0	30.00
20210119	1	31.00
20210119	1	32.00
20210119	1	33.00
20210121	1	34.00
20210123	1	35.00
20210123	0.5	35.50
20210125	4	39.50
20210126	4	43.50
20210127	3	46.50
20210129	1	47.50
20210130	1	48.50
20210131	1	49.50
20210204	1	50.50
20210205	1	51.50
20210207	1	52.50
20210209	2	54.50
20210210	3.5	58.00
20210211	1	59.00
20210211	2.25	61.25
20210212	1	62.25
20210212	2.25	64.50
20210213	1	65.50
20210213	1.5	67.00
20210214	1	68.00
20210215	1	69.00
20210215	9	78.00
20210216	2	80.00
20210217	6	86.00
20210218	1	87.00
20210218	1	88.00
20210218	0.5	88.50
20210219	1	89.50
20210220	1	90.50
20210221	1	91.50
20210221	5	96.50
20210225	1	97.50
20210226	1	98.50
20210302	4	102.50
20210304	1	103.50
20210305	1	104.50
20210307	1	105.50
20210308	4	109.50
20210310	4.0	113.50
20210311	4.0	117.50
20210311	2.0	119.50
20210312	1	120.50
20210314	3.5	124.00
20210316	1	125.00
20210316	1	126.00
20210319	2	128.00
20210320	2	130.00
20210324	9	139.00
20210325	1	140.00
20210328	2	142.00
20210401	1	143.00
20210402	1	144.00
20210403	1	145.00
20210404	1	146.00
20210405	1	147.00
20210406	11.5	158.50
20210406	1	159.50
20210408	1	160.50
20210408	4	164.50
20210409	1	165.50
20210410	1	166.50
20210412	5	171.50
20210412	15	186.50
20210413	1	187.50
20210413	1	188.50
20210413	1	189.50
20210413	5	194.50
20210414	13.5	208.00
20210416	1	209.00
20210417	1	210.00
20210420	17	227.00
20210421	2.75	229.75
20210421	10	239.75
20210423	1	240.75
20210423	1.75	242.50
20210423	3.25	245.75
20210423	1	246.75
20210424	1	247.75
20210425	3.6	251.35
20210430	1	252.35
20210501	1	253.35
20210502	1	254.35
20210503	1.5	255.85
20210505	14	269.85
20210507	1	270.85
20210509	1	271.85
20210510	6.5	278.35
20210510	8.5	286.85
20210512	3.25	290.10
20210513	1	291.10
20210514	1	292.10
20210515	1	293.10
20210515	1.5	294.60
20210517	16.5	311.10
20210518	4.5	315.60
20210519	4	319.60
20210520	1	320.60
20210525	20	340.60
20210527	3.5	344.10
20210527	5.0	349.10
20210528	1	350.10
20210529	1	351.10
20210530	1	352.10
20210531	7	359.10
20210602	12	371.10
20210602	0.5	371.60
20210603	1	372.60
20210604	1	373.60
20210605	1.5	375.10
20210606	1	376.10
20210606	3.25	379.35
20210607	1	380.35
20210608	0.75	381.10
20210608	19.25	400.35
20210611	1	401.35
20210612	1	402.35
20210613	2	404.35
20210615	17.75	422.10
20210616	2	424.10
20210616	3.25	427.35
20210617	1	428.35
20210617	3	431.35
20210618	1	432.35
20210619	1	433.35
20210619	4.5	437.85
20210620	1	438.85
20210621	11	449.85
20210623	2	451.85
20210624	1	452.85
20210625	1	453.85
20210626	1	454.85
20210626	3	457.85
20210627	1	458.85
20210628	2.5	461.35
20210628	2.0	463.35
20210628	6.0	469.35
20210630	2	471.35
20210701	1	472.35
20210702	1	473.35
20210704	1	474.35
20210705	1	475.35
20210705	1.75	477.10
20210705	2	479.10
20210706	10.5	489.60
20210706	1	490.60
20210707	7.5	498.10
20210708	1	499.10
20210708	0.5	499.60
20210708	1	500.60
20210710	1	501.60
20210710	4	505.60
20210711	1	506.60
20210712	1	507.60
20210712	4	511.60
20210712	1.5	513.10
20210714	1	514.10
20210714	12.75	526.85
20210715	1	527.85
20210716	1	528.85
20210716	1.5	530.35
20210716	1	531.35
20210717	1	532.35
20210723	4.5	536.85
20210724	5.5	542.35
20210725	6.0	548.35
20210726	2.5	550.85
20210726	1.75	552.60
20210727	6.5	559.10
20210727	1.75	560.85
20210728	6.25	567.10
20210730	1	568.10
20210731	3.5	571.60
20210731	3.5	575.10
20210801	1	576.10
20210802	1	577.10
20210803	1	578.10
20210804	4	582.10
20210805	3.75	585.85
20210806	1	586.85
20210807	1	587.85
20210807	2.5	590.35
20210808	1	591.35
20210808	3	594.35
20210811	4	598.35
20210811	5.5	603.85
20210811	1	604.85
20210812	1	605.85
20210812	2.25	608.10
20210813	1	609.10
20210815	1	610.10
20210815	2.75	612.85
20210819	1	613.85
20210819	1	614.85
20210820	1	615.85
20210820	2	617.85
20210821	1	618.85
20210821	3.75	622.60
20210822	1	623.60
20210822	2.25	625.85
20210823	3.5	629.35
20210823	5	634.35
20210824	1	635.35
20210824	1	636.35
20210827	1	637.35
20210827	1.4	638.75
20210901	2.4	641.15
20210902	5.25	646.40
20210904	5.25	651.65
20210907	1.25	652.90
20210907	1.25	654.15
20210908	1	655.15
20210912	1	656.15
20210914	8	664.15
20210915	13	677.15
20210917	1	678.15
20210917	2	680.15
20210919	1	681.15
20210922	1	682.15
20210924	3	685.15
20210925	1	686.15
20210926	1	687.15
20210926	2	689.15
20210926	2	691.15
20210927	6	697.15
20210927	0.75	697.90
20210927	2	699.90
20210930	1	700.90
20211001	1	701.90
20211002	2	703.90
20211002	0.75	704.65
20211004	1.75	706.40
20211005	6	712.40
20211007	1	713.40
20211008	2	715.40
20211008	1	716.40
20211009	1	717.40
20211009	1	718.40
20211010	1	719.40
20211011	0.75	720.15
20211012	2	722.15
20211012	2	724.15
20211012	3.25	727.40
20211013	4.25	731.65
20211013	7	738.65
20211014	1.5	740.15
20211014	4.5	744.65
20211015	1	745.65
20211016	4.5	750.15
20211017	1	751.15
20211018	4	755.15
20211018	5.75	760.90
20211019	2	762.90
20211020	13	775.90
20211021	1	776.90
20211022	1	777.90
20211022	1.9	779.80
20211022	2.7	782.50
20211023	1	783.50
20211023	2.25	785.75
20211025	2	787.75
20211028	1	788.75
20211028	2.25	791.00
20211028	1	792.00
20211029	1	793.00
20211029	2	795.00
20211030	1	796.00
20211030	1.6	797.60
20211031	1	798.60
20211101	17.25	815.85
20211102	1	816.85
20211102	3.25	820.10
20211103	1	821.10
20211103	2	823.10
20211103	1	824.10
20211104	1	825.10
20211105	1	826.10
20211106	1	827.10
20211106	1	828.10
20211106	5	833.10
20211107	1	834.10
20211108	9	843.10
20211108	11.5	854.60
20211109	2	856.60
20211110	1	857.60
20211110	4.5	862.10
20211111	1	863.10
20211112	1	864.10
20211113	1	865.10
20211114	1	866.10
20211115	9	875.10
20211115	9	884.10
20211116	3.25	887.35
20211117	1	888.35
20211117	1	889.35
20211119	6	895.35
20211119	3	898.35
20211119	5	903.35
20211120	7	910.35
20211120	6	916.35
20211121	1	917.35
20211121	1.75	919.10
20211121	4.5	923.60
20211122	4.75	928.35
20211122	5.5	933.85
20211123	6.75	940.60
20211123	6.75	947.35
20211123	0.5	947.85
20211124	6	953.85
20211125	3	956.85
20211125	1	957.85
20211125	2	959.85
20211126	1	960.85
20211126	1.25	962.10
20211127	1	963.10
20211128	1	964.10
20211128	1.75	965.85
20211129	2	967.85
20211130	4.25	972.10
20211130	4	976.10
20211201	1	977.10
20211201	6	983.10
20211201	1	984.10
20211202	3	987.10
20211202	0.5	987.60
20211202	1.5	989.10
20211202	4.5	993.60
20211203	1.6	995.20
20211203	3.5	998.70
20211203	1.5	1000.20
20211203	0.4	1000.60
20211204	1	1001.60
20211204	4.5	1006.10
20211204	0.7	1006.80
20211205	1	1007.80
20211206	1	1008.80
20211206	1	1009.80
20211206	3.75	1013.55
20211208	7	1020.55
20211208	3	1023.55
20211209	3	1026.55
20211209	0.5	1027.05
20211209	3.8	1030.85
20211210	0.75	1031.60
20211210	1	1032.60
20211211	1	1033.60
20211211	3	1036.60
20211212	1	1037.60
20211213	1	1038.60
20211213	1	1039.60
20211213	2	1041.60
20211213	2.25	1043.85
20211213	1	1044.85
20211215	7.5	1052.35
20211216	1	1053.35
20211216	1	1054.35
20211216	1	1055.35
20211217	1.9	1057.25
20211217	3.75	1061.00
20211218	1	1062.00
20211218	8.3	1070.30
20211219	1	1071.30
20211219	2.75	1074.05
20211222	7.25	1081.30
20211222	10	1091.30
20211223	5.75	1097.05
20211223	3	1100.05
20211224	1	1101.05
20211224	7	1108.05
20211224	1	1109.05
20211225	9	1118.05
20211226	2	1120.05
20211231	2.5	1122.55
