 2.75 
 1 
 4.0 
 1.4 
 2 
 1.4 
 2 
 1 
 2 
 1 
 5.25 
 2.4 
 1.5 
 15 
 1 
 1 
 1 
 3.25 
 1 
 1 
 1 
 1 
 0.4 
 1 
 3.0 
 3.5 
 1.4 
 1.5 
 2 
 1 
 2 
 1 
 4.25 
 1 
 1 
 8.25 
 1.75 
 1.4 
 1.4 
 1 
 2 
 1 
 2 
 1 
 1.4 
 2.3 
 0.5 
 20 
 1 
 1.4 
 2.0 
 1.5 
 2 
 1 
 11.5 
 1 
 5 
 1 
 4 
 1.6 
 0.5 
 0.5 
 1 
 1.6 
 1 
 2.5 
 2.0 
 1.4 
 12.25 
 5 
 2 
 1 
 1 
 5.25 
 0.5 
 1 
 1.5 
 1 
 4.0 
 3.0 
 1 
 1 
 1 
 2 
 1 
 4 
 1.75 
 1 
 2.5 
 3 
 2 
 1.4 
 1.5 
 1 
 1 
 6 
 1 
 1 
 3.25 
 2 
 1.7 
 2 
 0.5 
 2.25 
 1.4 
 2 
 1.5 
 2 
 4 
 1 
 2.6 
 1 
 2 
 2 
 1 
 3.2 
 4.75 
 1.4 
 1.4 
 1.5 
 2.0 
 2 
 1 
 5.75 
 1 
 1 
 1.5 
 2.25 
 1.4 
 2.1 
 2 
 2.2 
 5 
 5 
 1.4 
 2 
 5 
 0.75 
 1.2 
 2.5 
 1 
 10.25 
 3.5 
 1.4 
 2 
 1.5 
 1.4 
 1.5 
 1.4 
 1 
 1 
 1 
 2.5 
 3 
 2 
 1.4 
 3.5 
 1.4 
 1.4 
 1 
 2 
 2 
 1 
 1 
 1 
 4 
 1.5 
 2.5 
 1.4 
 1.8 
 1.0 
 10 
 0.01 
 1 
 3.75 
 1.4 
 1.4 
 1 
 4.75 
 0.75 
 5.5 
 4.0 
 2 
 2.5 
 1 
 4 
 1.5 
 2.5 
 1.4 
 2 
 1.5 
 19 
 2.1 
 1 
 1.9 
 1.25 
 6 
 3 
 1.4 
 2 
 1.4 
 1.4 
 4 
 3 
 4 
 1 
 1.4 
 5.75 
 3 
 1.4 
 1.75 
 1 
 1.3 
 1.6 
 0.5 
 1.4 
 1.4 
 1.4 
 1.4 
 1 
 4 
 1 
 1 
 2 
 1 
 1 
 1.4 
 1.4 
 2 
 1.4 
 2.3 
 0.75 
 0.4 
 0.8 
 1.25 
 1.5 
 1.5 
 1.4 
 1.4 
 2 
 1.5 
 12.25 
 1.5 
 4.5 
 3.0 
 3.0 
 3 
 10 
 1.4 
 1.4 
 0.75 
 1 
 1 
 1 
 2 
 2 
 2 
 0.75 
 1 
 1.5 
 3 
 1.4 
 1.4 
 1.5 
 3.5 
 7.5 
 2.5 
 2 
 1 
 4 
 1 
 2 
 6.5 
 1.4 
 2 
 1.4 
 3.5 
 1 
 1 
 1 
 1 
 1.5 
 1 
 1 
 0.75 
 6 
 8.1 
 1.4 
 3.5 
 1.4 
 1 
 1 
1.9 
 1 
 1 
 1 
 3.75 
 1 
 3.3 
 1.4 
 1.5 
 1 
 5.4 
 1.4 
 1.5 
 1 
 4 
 11 
 1 
 2 
 1 
 4 
 1.4 
 1.8 
 1.5 
 1.4 
 1.3 
 2 
 12.5 
 2 
 14.5 
 1 
 17 
 1.4 
 1.6 
 2.6 
 1.4 
 6.5 
 1 
 1 
 1 
 1.4 
 1.4 
 2 
 1.5 
 1 
 5 
 1 
 5.5 
 0.5 
 7.2 
 2 
 1.4 
 1.5 
 2.4 
 2.3 
 1 
 1 
 5 
 1 
 4.8 
 5.7 
 1.4 
 1 
 1.25 
 2 
 1 
 1 
 2 
