## This is a hack 
## all the dates are given as the current year (now 2021) so they will show up as comparison
20210101	3	3.00
20210102	1	4.00
20210103	2	6.00
20210107	1	7.00
20210107	0.75	7.75
20210107	2	9.75
20210108	1	10.75
20210109	1	11.75
20210110	2.25	14.00
20210110	4.75	18.75
20210112	2	20.75
20210112	0.75	21.50
20210113	1	22.50
20210113	1	23.50
20210113	3.5	27.00
20210114	1	28.00
20210114	1	29.00
20210114	4.0	33.00
20210115	0.5	33.50
20210115	7.5	41.00
20210115	0.5	41.50
20210116	1	42.50
20210116	3.5	46.00
20210117	6.9	52.90
20210117	7.3	60.20
20210118	1	61.20
20210118	5	66.20
20210119	12.5	78.70
20210120	1	79.70
20210120	1	80.70
20210120	2	82.70
20210121	1	83.70
20210121	0.5	84.20
20210122	1	85.20
20210126	2	87.20
20210127	1	88.20
20210127	1	89.20
20210128	1	90.20
20210131	0.5	90.70
20210131	9	99.70
20210131	10.5	110.20
20210201	2	112.20
20210202	1	113.20
20210202	1	114.20
20210203	2	116.20
20210205	1	117.20
20210205	1.75	118.95
20210207	2	120.95
20210208	2	122.95
20210208	3	125.95
20210209	1	126.95
20210210	1.25	128.20
20210210	2.25	130.45
20210210	0.5	130.95
20210210	0.5	131.45
20210211	1	132.45
20210211	2	134.45
20210212	1	135.45
20210212	2.25	137.70
20210212	1	138.70
20210213	1	139.70
20210214	2	141.70
20210216	10	151.70
20210217	0.5	152.20
20210217	3.25	155.45
20210218	1	156.45
20210219	1	157.45
20210224	3.5	160.95
20210225	1	161.95
20210226	1	162.95
20210226	3.5	166.45
20210228	7.5	173.95
20210229	1	174.95
20210229	1.9	176.85
20210229	4	180.85
20210301	5	185.85
20210302	12.75	198.60
20210303	1	199.60
20210304	1	200.60
20210306	2	202.60
20210307	1	203.60
20210307	19	222.60
20210309	1	223.60
20210309	4	227.60
20210310	1	228.60
20210311	1.6	230.20
20210313	8	238.20
20210313	2	240.20
20210314	1	241.20
20210315	2	243.20
20210315	5	248.20
20210316	4.9	253.10
20210316	1.8	254.90
20210316	9	263.90
20210319	2	265.90
20210320	10	275.90
20210321	11	286.90
20210322	4.5	291.40
20210323	6.5	297.90
20210327	13.5	311.40
20210330	2.5	313.90
20210402	1.5	315.40
20210403	9	324.40
20210403	2.4	326.80
20210404	2	328.80
20210405	6.75	335.55
20210410	6.25	341.80
20210411	4.75	346.55
20210413	8.75	355.30
20210414	2.5	357.80
20210415	3	360.80
20210415	2.9	363.70
20210417	9.25	372.95
20210418	9.25	382.20
20210419	6	388.20
20210420	2.5	390.70
20210421	3	393.70
20210421	2.5	396.20
20210422	3	399.20
20210424	6.25	405.45
20210425	1	406.45
20210425	4	410.45
20210425	1	411.45
20210426	7.25	418.70
20210427	2	420.70
20210429	3	423.70
20210501	10	433.70
20210502	9	442.70
20210503	7.25	449.95
20210504	2.5	452.45
20210505	2	454.45
20210507	2	456.45
20210508	9.5	465.95
20210509	3.8	469.75
20210510	8	477.75
20210511	2.4	480.15
20210512	1.75	481.90
20210515	3.25	485.15
20210517	6	491.15
20210522	6.5	497.65
20210523	9.5	507.15
20210524	8.25	515.40
20210525	4.5	519.90
20210525	5.2	525.10
20210526	2.9	528.00
20210526	6.1	534.10
20210527	2.9	537.00
20210527	2	539.00
20210527	3	542.00
20210528	2.9	544.90
20210528	2.5	547.40
20210529	13.25	560.65
20210530	6.5	567.15
20210531	9.25	576.40
20210601	3.5	579.90
20210601	2.25	582.15
20210601	2.5	584.65
20210602	3.6	588.25
20210602	2.2	590.45
20210602	4.1	594.55
20210603	2.4	596.95
20210604	2.5	599.45
20210604	4	603.45
20210606	3	606.45
20210607	8.25	614.70
20210608	3.25	617.95
20210608	3.25	621.20
20210609	2.5	623.70
20210611	3	626.70
20210612	9.25	635.95
20210613	4.25	640.20
20210613	6	646.20
20210614	10	656.20
20210615	2	658.20
20210615	4.5	662.70
20210617	0.4	663.10
20210617	4.0	667.10
20210618	5.75	672.85
20210619	4	676.85
20210621	10.25	687.10
20210622	1	688.10
20210622	2	690.10
20210623	2.2	692.30
20210623	1.2	693.50
20210623	2.5	696.00
20210624	1.6	697.60
20210624	5.6	703.20
20210625	2.5	705.70
20210627	6	711.70
20210628	9.5	721.20
20210703	1.6	722.80
20210703	1.6	724.40
20210705	9.25	733.65
20210706	2.5	736.15
20210710	12	748.15
20210711	6	754.15
20210712	10	764.15
20210715	2.5	766.65
20210717	14	780.65
20210719	6.0	786.65
20210720	2.5	789.15
20210721	2.5	791.65
20210723	2.5	794.15
20210724	10.5	804.65
20210726	2	806.65
20210731	6.25	812.90
20210801	8.25	821.15
20210802	10	831.15
20210804	5.75	836.90
20210804	2.6	839.50
20210805	3	842.50
20210812	3	845.50
20210814	3.0	848.50
20210817	3	851.50
20210818	2.25	853.75
20210819	2	855.75
20210824	3	858.75
20210828	2	860.75
20210830	3	863.75
20210831	4	867.75
20210905	5.5	873.25
20210906	5.5	878.75
