25/08/2017	5	541.5
26/08/2017	3.5	545
28/08/2017	4.75	549.75
03/09/2017	2	551.75
04/09/2017	1	552.75
06/09/2017	4	556.75
07/09/2017	2	558.75
07/09/2017	2	560.75
08/09/2017	3	563.75
09/09/2017	3.75	567.5
07/11/2017	4.	571.5
08/11/2017	1.75	573.25
08/11/2017	1.75	575
09/11/2017	1	576
03/12/2017	3	579
07/12/2017	2.4	581.4
07/12/2017	5.5	586.9
16/12/2017	5	591.9
16/12/2017	1	592.9
21/12/2017	3.5	596.4
