31/12/2017  39.6174603174885
10/01/2018  41.0619047619321
20/01/2018  42.5063492063758
30/01/2018  43.9507936508194
09/02/2018  45.3952380952631
19/02/2018  46.8396825397067
01/03/2018  48.2841269841503
11/03/2018  49.728571428594
21/03/2018  51.1730158730376
31/03/2018  52.6174603174813
10/04/2018  54.0619047619249
20/04/2018  55.5063492063685
30/04/2018  56.9507936508122
10/05/2018  58.3952380952558
20/05/2018  59.8396825396995
30/05/2018  61.2841269841431
09/06/2018  62.7285714285867
19/06/2018  64.1730158730304
29/06/2018  65.617460317474
09/07/2018  67.0619047619177
19/07/2018  68.5063492063613
29/07/2018  69.9507936508049
08/08/2018  71.3952380952486
18/08/2018  72.8396825396922
28/08/2018  74.2841269841359
07/09/2018  75.7285714285795
17/09/2018  77.1730158730231
27/09/2018  78.6174603174668
07/10/2018  80.0619047619104
17/10/2018  81.5063492063541
27/10/2018  82.9507936507977
06/11/2018  84.3952380952413
16/11/2018  85.839682539685
26/11/2018  87.2841269841286
06/12/2018  88.7285714285723
16/12/2018  90.1730158730159
26/12/2018  91.6174603174595
05/01/2019  93.0619047619032
15/01/2019  94.5063492063468
25/01/2019  95.9507936507905
